latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-26.88928,-56.873596,167.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),direct_radiation (W/m²)
2025-03-01T05:00,27.8,66,21.0,0.00,991.5,11.3,0.0
2025-03-01T06:00,27.3,68,21.0,0.00,991.3,10.2,0.0
2025-03-01T07:00,27.0,69,20.9,0.00,991.4,10.5,0.0
2025-03-01T08:00,26.7,70,20.9,0.00,991.5,10.9,0.0
2025-03-01T09:00,26.3,72,21.0,0.00,991.9,10.8,0.0
2025-03-01T10:00,26.0,75,21.2,0.00,992.2,10.5,0.0
2025-03-01T11:00,27.5,72,22.0,0.00,993.0,10.5,78.0
2025-03-01T12:00,29.6,64,22.2,0.00,993.9,12.5,259.0
2025-03-01T13:00,31.7,58,22.5,0.00,993.8,15.5,482.0
2025-03-01T14:00,33.4,51,21.8,0.00,994.0,18.2,661.0
2025-03-01T15:00,34.7,46,21.5,0.00,993.8,19.2,780.0
2025-03-01T16:00,35.5,44,21.4,0.00,993.4,18.3,830.0
2025-03-01T17:00,36.0,42,21.2,0.00,992.7,16.4,787.0
2025-03-01T18:00,36.3,41,21.0,0.00,992.2,15.2,684.0
2025-03-01T19:00,36.2,40,20.5,0.00,991.1,15.2,446.0
2025-03-01T20:00,35.5,40,19.9,0.00,990.3,14.8,298.0
2025-03-01T21:00,33.8,47,20.8,0.30,990.1,10.4,222.0
2025-03-01T22:00,32.5,58,23.2,0.00,990.5,3.8,75.0
2025-03-01T23:00,31.6,54,21.3,0.00,991.7,3.8,1.0
2025-03-02T00:00,30.6,54,20.3,0.00,993.0,7.1,0.0
2025-03-02T01:00,27.5,71,21.7,0.00,993.1,18.5,0.0
2025-03-02T02:00,27.1,71,21.4,0.00,993.6,19.0,0.0
2025-03-02T03:00,27.1,75,22.4,0.00,993.7,15.5,0.0
2025-03-02T04:00,27.0,76,22.5,0.00,993.6,13.6,0.0
2025-03-02T05:00,26.9,77,22.4,0.00,993.2,12.5,0.0
2025-03-02T06:00,26.5,77,22.1,0.00,993.0,11.4,0.0
2025-03-02T07:00,26.3,75,21.6,0.00,992.8,10.3,0.0
2025-03-02T08:00,26.1,73,20.9,0.00,992.7,9.6,0.0
2025-03-02T09:00,25.9,71,20.2,0.00,993.3,9.7,0.0
2025-03-02T10:00,25.9,70,19.9,0.00,993.8,9.9,1.0
2025-03-02T11:00,27.8,65,20.6,0.00,994.8,10.9,83.0
2025-03-02T12:00,30.2,55,20.3,0.00,995.5,10.9,278.0
2025-03-02T13:00,32.7,51,21.4,0.00,994.9,14.3,478.0
2025-03-02T14:00,34.5,46,21.2,0.00,994.9,15.2,664.0
2025-03-02T15:00,36.0,39,19.8,0.00,994.6,18.4,791.0
2025-03-02T16:00,36.6,37,19.7,0.00,994.2,18.7,745.0
2025-03-02T17:00,36.8,37,19.5,0.00,993.7,18.0,789.0
2025-03-02T18:00,36.7,37,19.5,0.00,992.7,17.6,694.0
2025-03-02T19:00,36.5,38,19.9,0.00,991.7,16.4,574.0
2025-03-02T20:00,35.9,40,20.0,0.00,991.3,14.2,386.0
2025-03-02T21:00,35.0,44,21.0,0.00,991.2,8.9,208.0
2025-03-02T22:00,32.2,54,21.9,0.40,991.9,12.6,69.0
2025-03-02T23:00,31.3,57,21.9,0.00,992.5,5.4,0.0
2025-03-03T00:00,30.8,58,21.7,0.00,993.1,5.1,0.0
2025-03-03T01:00,30.6,57,21.1,0.00,992.8,8.1,0.0
2025-03-03T02:00,30.4,58,21.2,0.00,993.3,8.2,0.0
2025-03-03T03:00,29.8,60,21.2,0.00,993.4,11.3,0.0
2025-03-03T04:00,29.1,63,21.2,0.00,993.1,10.3,0.0
2025-03-03T05:00,28.6,64,21.2,0.00,993.0,11.6,0.0
2025-03-03T06:00,28.1,66,21.2,0.00,992.6,10.1,0.0
2025-03-03T07:00,27.8,68,21.4,0.00,992.7,9.8,0.0
2025-03-03T08:00,27.5,70,21.5,0.00,992.6,10.2,0.0
2025-03-03T09:00,27.1,71,21.4,0.00,992.9,9.4,0.0
2025-03-03T10:00,27.1,70,21.1,0.00,993.7,10.3,1.0
2025-03-03T11:00,28.6,66,21.8,0.00,994.8,11.7,84.0
2025-03-03T12:00,31.0,57,21.5,0.00,995.5,11.1,278.0
2025-03-03T13:00,33.2,53,22.4,0.00,995.3,13.3,470.0
2025-03-03T14:00,35.5,42,20.8,0.00,995.4,14.4,670.0
2025-03-03T15:00,36.6,34,18.4,0.00,995.3,15.7,648.0
2025-03-03T16:00,37.2,31,17.5,0.00,994.6,16.0,772.0
2025-03-03T17:00,36.9,30,16.5,0.10,994.5,15.3,766.0
2025-03-03T18:00,36.3,32,16.9,0.10,993.6,9.4,248.0
2025-03-03T19:00,36.8,30,16.5,0.00,992.9,13.5,486.0
2025-03-03T20:00,35.6,34,17.2,0.00,992.5,15.9,373.0
2025-03-03T21:00,34.6,39,18.5,0.00,991.9,10.7,217.0
2025-03-03T22:00,32.5,45,19.2,0.00,991.9,7.6,65.0
2025-03-03T23:00,31.2,49,19.1,0.00,992.5,6.9,0.0
2025-03-04T00:00,30.1,53,19.5,0.00,993.4,7.2,0.0
2025-03-04T01:00,30.8,51,19.6,0.00,993.0,5.7,0.0
2025-03-04T02:00,29.9,55,19.8,0.00,993.4,6.1,0.0
2025-03-04T03:00,30.0,54,19.6,0.00,993.4,4.2,0.0
2025-03-04T04:00,29.4,53,18.8,0.00,993.5,8.5,0.0
2025-03-04T05:00,29.4,51,18.1,0.00,993.0,8.5,0.0
2025-03-04T06:00,28.6,54,18.4,0.00,993.0,9.4,0.0
2025-03-04T07:00,27.6,58,18.6,0.00,992.8,8.9,0.0
2025-03-04T08:00,27.0,61,19.0,0.00,992.7,8.1,0.0
2025-03-04T09:00,26.3,65,19.3,0.00,992.8,6.2,0.0
2025-03-04T10:00,26.2,68,19.8,0.00,993.3,6.4,1.0
2025-03-04T11:00,28.5,63,20.6,0.00,994.1,10.0,82.0
2025-03-04T12:00,31.1,54,20.8,0.00,994.5,9.1,276.0
2025-03-04T13:00,33.5,50,21.5,0.00,993.9,10.1,484.0
2025-03-04T14:00,35.2,44,21.0,0.00,993.8,13.4,662.0
2025-03-04T15:00,36.1,40,20.3,0.00,993.2,13.8,752.0
2025-03-04T16:00,36.8,38,20.1,0.00,992.6,13.1,746.0
2025-03-04T17:00,36.9,38,20.1,0.00,992.4,11.9,699.0
2025-03-04T18:00,36.5,39,20.1,0.00,991.7,13.6,596.0
2025-03-04T19:00,34.1,45,20.6,0.30,991.5,6.5,397.0
2025-03-04T20:00,34.9,42,20.2,0.00,990.4,2.6,327.0
2025-03-04T21:00,34.5,43,20.1,0.00,990.0,4.2,179.0
2025-03-04T22:00,32.2,54,21.9,0.00,989.9,4.7,51.0
2025-03-04T23:00,31.1,58,21.8,0.00,990.2,2.9,0.0
2025-03-05T00:00,30.2,58,21.0,0.00,991.1,4.9,0.0
2025-03-05T01:00,29.0,65,21.7,0.00,991.1,6.9,0.0
2025-03-05T02:00,28.6,66,21.8,0.00,991.2,7.3,0.0
2025-03-05T03:00,28.5,66,21.6,0.00,991.5,8.4,0.0
2025-03-05T04:00,28.0,69,21.9,0.00,991.7,7.6,0.0
2025-03-05T05:00,27.8,71,22.0,0.00,991.5,8.2,0.0
2025-03-05T06:00,27.8,71,22.0,0.00,991.4,10.1,0.0
2025-03-05T07:00,27.4,73,22.0,0.00,991.2,10.3,0.0
2025-03-05T08:00,26.9,75,22.1,0.00,991.2,10.3,0.0
2025-03-05T09:00,26.5,76,22.0,0.00,991.6,9.6,0.0
2025-03-05T10:00,26.3,77,21.9,0.00,992.2,9.7,1.0
2025-03-05T11:00,27.9,72,22.5,0.00,992.7,10.5,80.0
2025-03-05T12:00,30.0,61,21.8,0.00,993.3,13.4,274.0
2025-03-05T13:00,31.9,55,21.8,0.00,993.7,14.6,480.0
2025-03-05T14:00,33.6,50,21.9,0.00,993.7,14.8,660.0
2025-03-05T15:00,34.7,43,20.5,0.00,993.3,18.9,682.0
2025-03-05T16:00,35.3,40,19.9,0.00,992.7,20.3,740.0
2025-03-05T17:00,35.6,40,20.0,0.00,992.2,20.3,719.0
2025-03-05T18:00,35.3,40,19.9,0.00,991.6,18.7,600.0
2025-03-05T19:00,35.3,40,19.9,0.00,990.8,15.5,518.0
2025-03-05T20:00,35.0,40,19.4,0.00,990.3,14.4,409.0
2025-03-05T21:00,34.2,43,19.8,0.00,990.2,12.5,249.0
2025-03-05T22:00,32.8,44,18.9,0.00,990.7,15.9,69.0
2025-03-05T23:00,30.0,53,19.4,0.00,991.7,26.9,0.0
2025-03-06T00:00,28.2,58,19.1,0.00,992.8,17.7,0.0
2025-03-06T01:00,30.6,49,18.7,0.00,992.1,25.8,0.0
2025-03-06T02:00,28.5,54,18.4,0.00,992.8,19.6,0.0
2025-03-06T03:00,27.4,57,18.2,0.00,993.2,16.6,0.0
2025-03-06T04:00,26.4,61,18.2,0.00,993.4,17.5,0.0
2025-03-06T05:00,25.6,64,18.3,0.00,993.5,17.3,0.0
2025-03-06T06:00,25.0,67,18.4,0.00,993.4,15.5,0.0
2025-03-06T07:00,24.6,69,18.6,0.00,993.6,14.1,0.0
2025-03-06T08:00,24.2,72,18.9,0.00,994.0,12.9,0.0
2025-03-06T09:00,24.0,74,19.0,0.00,994.5,12.8,0.0
2025-03-06T10:00,23.8,75,19.2,0.00,994.9,13.9,1.0
2025-03-06T11:00,25.1,72,19.9,0.00,995.6,14.3,78.0
2025-03-06T12:00,27.2,66,20.2,0.00,996.2,17.0,268.0
2025-03-06T13:00,29.9,56,20.1,0.00,996.1,17.9,472.0
2025-03-06T14:00,31.9,50,20.1,0.00,996.3,19.6,652.0
2025-03-06T15:00,33.3,45,19.7,0.00,996.1,21.2,782.0
2025-03-06T16:00,34.0,43,19.6,0.00,995.6,19.9,811.0
2025-03-06T17:00,34.8,42,20.1,0.00,994.9,19.2,828.0
2025-03-06T18:00,29.9,62,21.8,0.50,994.9,13.5,617.0
2025-03-06T19:00,30.1,62,22.0,0.00,994.3,8.9,325.0
2025-03-06T20:00,31.4,57,21.8,0.00,993.8,6.1,187.0
2025-03-06T21:00,29.2,62,21.3,0.00,994.8,23.0,171.0
2025-03-06T22:00,27.0,74,21.9,0.00,995.0,17.2,49.0
2025-03-06T23:00,26.4,78,22.1,0.10,995.0,9.5,0.0
2025-03-07T00:00,26.3,79,22.3,0.00,995.6,12.6,0.0
2025-03-07T01:00,24.5,89,22.6,0.20,996.1,16.2,0.0
2025-03-07T02:00,24.3,89,22.4,0.00,995.9,16.7,0.0
2025-03-07T03:00,24.2,88,22.2,0.00,995.6,14.4,0.0
2025-03-07T04:00,24.3,88,22.1,0.00,995.5,14.1,0.0
2025-03-07T05:00,24.4,87,22.1,0.00,995.2,13.9,0.0
2025-03-07T06:00,24.4,87,22.1,0.00,994.9,14.3,0.0
2025-03-07T07:00,24.8,85,22.1,0.00,994.9,12.6,0.0
2025-03-07T08:00,24.6,86,22.0,0.00,995.2,12.5,0.0
2025-03-07T09:00,25.1,82,21.9,0.00,995.2,13.0,0.0
2025-03-07T10:00,25.0,81,21.6,0.00,995.6,13.3,0.0
2025-03-07T11:00,26.6,77,22.2,0.00,996.3,13.9,54.0
2025-03-07T12:00,28.9,68,22.3,0.00,996.8,14.5,197.0
2025-03-07T13:00,30.8,62,22.8,0.00,996.7,17.7,431.0
2025-03-07T14:00,32.5,55,22.2,0.00,996.6,21.0,603.0
2025-03-07T15:00,33.5,50,21.8,0.00,996.4,23.3,757.0
2025-03-07T16:00,33.9,49,21.5,0.00,996.1,23.7,773.0
2025-03-07T17:00,34.8,44,21.0,0.00,995.2,22.2,742.0
2025-03-07T18:00,32.5,51,21.2,0.50,994.9,18.7,700.0
2025-03-07T19:00,33.4,47,20.7,0.00,993.8,17.7,388.0
2025-03-07T20:00,33.7,47,20.6,0.00,993.4,16.5,325.0
2025-03-07T21:00,33.2,45,19.6,0.00,993.0,16.4,206.0
2025-03-07T22:00,32.0,46,19.0,0.00,993.0,15.7,54.0
2025-03-07T23:00,30.8,50,19.0,0.00,993.2,13.2,0.0
2025-03-08T00:00,29.8,53,19.2,0.00,993.6,12.7,0.0
2025-03-08T01:00,30.0,50,18.5,0.00,993.1,16.3,0.0
2025-03-08T02:00,29.3,51,18.0,0.00,993.2,15.2,0.0
2025-03-08T03:00,28.9,49,17.2,0.00,993.2,15.4,0.0
2025-03-08T04:00,28.0,50,16.7,0.00,993.3,12.8,0.0
2025-03-08T05:00,27.4,52,16.6,0.00,992.9,11.7,0.0
2025-03-08T06:00,26.7,54,16.6,0.00,992.8,11.0,0.0
2025-03-08T07:00,26.2,56,16.6,0.00,992.6,11.9,0.0
2025-03-08T08:00,25.8,58,16.8,0.00,993.1,13.6,0.0
2025-03-08T09:00,25.3,60,17.0,0.00,993.6,12.3,0.0
2025-03-08T10:00,24.8,63,17.4,0.00,993.9,11.2,0.0
2025-03-08T11:00,26.0,64,18.6,0.00,994.8,12.9,78.0
2025-03-08T12:00,28.4,57,19.0,0.00,995.5,12.8,271.0
2025-03-08T13:00,30.5,54,20.1,0.00,995.7,14.4,480.0
2025-03-08T14:00,32.2,49,20.2,0.00,995.9,16.2,658.0
2025-03-08T15:00,33.5,46,20.4,0.00,995.5,17.2,789.0
2025-03-08T16:00,34.0,42,19.3,0.00,995.1,17.7,702.0
2025-03-08T17:00,34.3,41,19.2,0.00,994.4,14.8,712.0
2025-03-08T18:00,34.7,40,19.0,0.00,993.6,12.5,693.0
2025-03-08T19:00,34.7,40,19.1,0.00,993.0,9.9,541.0
2025-03-08T20:00,34.4,41,19.4,0.00,992.8,7.0,406.0
2025-03-08T21:00,33.8,48,21.2,0.00,992.7,2.6,225.0
2025-03-08T22:00,31.2,51,19.8,0.10,992.9,7.0,57.0
2025-03-08T23:00,30.0,51,18.9,0.00,993.8,19.9,0.0
2025-03-09T00:00,28.8,62,20.8,0.00,994.8,15.4,0.0
2025-03-09T01:00,28.0,69,21.8,0.00,994.9,17.2,0.0
2025-03-09T02:00,27.5,71,21.8,0.00,995.5,13.3,0.0
2025-03-09T03:00,27.0,73,21.8,0.00,995.1,12.5,0.0
2025-03-09T04:00,26.5,75,21.8,0.00,994.9,12.4,0.0
2025-03-09T05:00,25.9,78,21.9,0.00,994.6,11.2,0.0
2025-03-09T06:00,25.2,81,21.8,0.00,994.2,15.3,0.0
2025-03-09T07:00,24.5,82,21.4,0.00,994.1,18.6,0.0
2025-03-09T08:00,24.0,85,21.3,0.00,994.2,17.3,0.0
2025-03-09T09:00,23.9,87,21.6,0.00,994.8,17.1,0.0
2025-03-09T10:00,23.5,88,21.4,0.00,995.6,17.1,0.0
2025-03-09T11:00,23.9,85,21.1,0.00,995.9,18.6,25.0
2025-03-09T12:00,24.5,77,20.2,0.00,997.1,22.6,102.0
2025-03-09T13:00,23.6,78,19.5,0.00,997.7,23.5,62.0
2025-03-09T14:00,26.0,70,20.0,0.00,997.8,22.2,303.0
2025-03-09T15:00,24.5,78,20.4,0.00,998.1,21.4,255.0
2025-03-09T16:00,23.2,85,20.5,1.50,997.9,18.4,92.0
2025-03-09T17:00,21.8,96,21.2,1.90,997.6,17.1,0.0
2025-03-09T18:00,22.1,93,20.9,1.30,997.3,19.8,0.0
2025-03-09T19:00,22.8,87,20.5,0.30,996.8,18.6,34.0
2025-03-09T20:00,22.3,89,20.4,3.10,996.9,20.3,40.0
2025-03-09T21:00,21.1,97,20.6,1.50,996.4,19.8,0.0
2025-03-09T22:00,20.6,93,19.4,0.90,996.0,21.0,0.0
2025-03-09T23:00,20.6,91,19.0,0.00,996.3,18.8,0.0
2025-03-10T00:00,20.7,90,19.0,0.00,997.0,17.5,0.0
2025-03-10T01:00,20.1,90,18.5,0.00,997.0,15.9,0.0
2025-03-10T02:00,20.0,89,18.1,0.00,997.2,15.4,0.0
2025-03-10T03:00,19.8,89,17.9,0.00,997.2,13.8,0.0
2025-03-10T04:00,19.4,91,18.0,0.00,997.3,12.2,0.0
2025-03-10T05:00,19.0,93,17.8,0.00,997.0,11.1,0.0
2025-03-10T06:00,18.6,93,17.5,0.00,997.0,12.0,0.0
2025-03-10T07:00,18.4,93,17.1,0.00,996.8,12.7,0.0
2025-03-10T08:00,18.0,93,16.8,0.00,996.6,13.5,0.0
2025-03-10T09:00,17.6,93,16.5,0.00,996.8,13.7,0.0
2025-03-10T10:00,17.4,93,16.2,0.00,997.0,13.7,0.0
2025-03-10T11:00,18.8,85,16.2,0.00,997.3,17.4,77.0
2025-03-10T12:00,20.2,78,16.4,0.00,997.5,19.9,268.0
2025-03-10T13:00,22.3,70,16.6,0.00,997.4,16.9,410.0
2025-03-10T14:00,24.0,65,16.9,0.00,997.2,14.5,424.0
2025-03-10T15:00,24.8,63,17.2,0.00,996.6,13.4,423.0
2025-03-10T16:00,25.6,61,17.5,0.00,995.7,12.7,693.0
2025-03-10T17:00,26.2,59,17.5,0.00,994.8,12.3,734.0
2025-03-10T18:00,26.5,58,17.7,0.00,994.1,12.1,695.0
2025-03-10T19:00,26.6,59,18.0,0.00,993.5,11.2,620.0
2025-03-10T20:00,26.2,59,17.7,0.00,993.1,11.3,457.0
2025-03-10T21:00,25.5,64,18.1,0.00,992.6,10.0,250.0
2025-03-10T22:00,23.6,70,17.8,0.00,992.4,7.9,65.0
2025-03-10T23:00,22.5,72,17.2,0.00,992.6,8.4,0.0
2025-03-11T00:00,22.4,71,16.8,0.00,993.2,9.0,0.0
2025-03-11T01:00,22.8,68,16.6,0.00,993.3,10.7,0.0
2025-03-11T02:00,22.3,72,17.1,0.00,993.6,11.5,0.0
2025-03-11T03:00,22.0,75,17.5,0.00,993.5,11.1,0.0
2025-03-11T04:00,21.6,78,17.5,0.00,993.6,10.1,0.0
2025-03-11T05:00,21.5,78,17.6,0.00,993.5,9.9,0.0
2025-03-11T06:00,21.3,80,17.6,0.00,993.6,10.0,0.0
2025-03-11T07:00,21.1,81,17.8,0.00,993.5,10.2,0.0
2025-03-11T08:00,21.0,82,17.9,0.00,993.7,10.1,0.0
2025-03-11T09:00,20.8,84,18.0,0.00,994.1,8.2,0.0
2025-03-11T10:00,20.6,86,18.1,0.00,994.4,8.9,0.0
2025-03-11T11:00,21.7,86,19.2,0.00,995.0,9.3,49.0
2025-03-11T12:00,23.5,80,19.9,0.00,995.5,7.5,195.0
2025-03-11T13:00,24.8,77,20.4,0.00,996.3,9.5,180.0
2025-03-11T14:00,26.9,72,21.4,0.00,996.5,8.8,473.0
2025-03-11T15:00,27.9,68,21.4,0.00,996.2,8.9,644.0
2025-03-11T16:00,29.0,60,20.5,0.00,995.7,7.9,765.0
2025-03-11T17:00,29.2,57,19.9,0.00,995.3,10.4,775.0
2025-03-11T18:00,29.0,55,19.1,0.00,994.6,11.2,656.0
2025-03-11T19:00,29.0,54,18.8,0.00,993.6,10.6,566.0
2025-03-11T20:00,28.7,54,18.5,0.00,993.5,11.1,412.0
2025-03-11T21:00,27.9,61,19.5,0.00,993.6,8.2,229.0
2025-03-11T22:00,25.9,67,19.2,0.00,993.7,6.4,58.0
2025-03-11T23:00,25.0,66,18.1,0.00,994.3,8.1,0.0
2025-03-12T00:00,24.4,63,16.9,0.00,995.2,8.0,0.0
2025-03-12T01:00,23.3,77,19.0,0.00,996.0,5.5,0.0
2025-03-12T02:00,22.9,81,19.4,0.00,996.5,6.5,0.0
2025-03-12T03:00,22.1,87,19.8,0.00,996.8,4.6,0.0
2025-03-12T04:00,21.9,89,20.0,0.00,996.7,6.2,0.0
2025-03-12T05:00,21.4,94,20.4,0.00,996.3,4.9,0.0
2025-03-12T06:00,21.1,96,20.5,0.00,996.0,5.5,0.0
2025-03-12T07:00,21.0,97,20.5,0.00,995.9,6.9,0.0
2025-03-12T08:00,20.9,98,20.5,0.00,996.0,7.4,0.0
2025-03-12T09:00,20.8,98,20.4,0.00,996.5,5.9,0.0
2025-03-12T10:00,20.5,98,20.2,0.00,997.0,6.0,0.0
2025-03-12T11:00,21.7,94,20.7,0.00,997.7,7.1,35.0
2025-03-12T12:00,23.2,88,21.1,0.00,998.3,7.7,68.0
2025-03-12T13:00,25.1,79,21.4,0.00,998.5,9.8,325.0
2025-03-12T14:00,26.1,74,21.0,0.00,998.5,8.4,223.0
2025-03-12T15:00,27.3,68,21.0,0.00,998.5,7.4,455.0
2025-03-12T16:00,27.8,65,20.5,0.00,998.0,7.1,252.0
2025-03-12T17:00,27.2,67,20.6,0.10,997.4,5.2,131.0
2025-03-12T18:00,27.1,69,20.9,0.10,996.6,1.8,180.0
2025-03-12T19:00,27.8,67,21.0,0.20,995.7,4.1,408.0
2025-03-12T20:00,27.6,68,21.1,0.10,995.4,5.9,345.0
2025-03-12T21:00,26.3,73,21.1,0.10,995.5,6.5,123.0
2025-03-12T22:00,24.4,83,21.4,0.00,995.9,10.9,13.0
2025-03-12T23:00,23.4,88,21.4,0.00,996.2,7.6,0.0
2025-03-13T00:00,23.2,87,21.0,0.00,997.1,7.8,0.0
2025-03-13T01:00,24.1,81,20.6,0.00,997.5,11.5,0.0
2025-03-13T02:00,23.7,79,19.9,0.00,997.7,10.2,0.0
2025-03-13T03:00,23.4,80,19.9,0.00,997.6,12.2,0.0
2025-03-13T04:00,23.2,76,18.7,0.00,997.4,16.6,0.0
2025-03-13T05:00,22.8,75,18.1,0.00,996.9,16.8,0.0
2025-03-13T06:00,22.0,77,17.8,0.00,996.7,17.1,0.0
2025-03-13T07:00,21.2,80,17.6,0.00,996.6,17.8,0.0
2025-03-13T08:00,20.5,83,17.6,0.00,996.7,16.7,0.0
2025-03-13T09:00,20.0,87,17.6,0.00,997.1,18.2,0.0
2025-03-13T10:00,19.2,89,17.4,0.00,997.9,19.8,0.0
2025-03-13T11:00,19.8,86,17.4,0.00,998.5,20.0,65.0
2025-03-13T12:00,21.1,80,17.5,0.00,999.1,21.3,251.0
2025-03-13T13:00,22.1,77,17.8,0.00,999.8,19.9,409.0
2025-03-13T14:00,23.6,71,18.0,0.00,999.7,20.2,627.0
2025-03-13T15:00,25.2,64,17.9,0.00,999.5,19.1,759.0
2025-03-13T16:00,26.1,61,18.0,0.00,998.7,17.1,813.0
2025-03-13T17:00,26.6,59,18.0,0.00,998.5,16.9,830.0
2025-03-13T18:00,26.9,58,17.8,0.00,997.3,17.5,693.0
2025-03-13T19:00,26.6,54,16.5,0.00,996.4,17.5,613.0
2025-03-13T20:00,26.0,54,16.1,0.00,995.8,18.0,440.0
2025-03-13T21:00,25.0,58,16.2,0.00,995.7,16.3,237.0
2025-03-13T22:00,23.5,61,15.6,0.00,995.8,14.7,56.0
2025-03-13T23:00,22.5,62,15.0,0.00,996.3,14.1,0.0
2025-03-14T00:00,21.8,64,14.7,0.00,997.0,13.0,0.0
2025-03-14T01:00,21.2,63,14.0,0.00,997.5,15.1,0.0
2025-03-14T02:00,20.7,65,13.9,0.00,997.5,14.8,0.0
2025-03-14T03:00,20.0,69,14.0,0.00,997.8,14.8,0.0
2025-03-14T04:00,19.4,71,13.9,0.00,997.8,13.7,0.0
2025-03-14T05:00,18.8,72,13.5,0.00,997.4,12.5,0.0
2025-03-14T06:00,18.2,72,13.2,0.00,996.6,12.0,0.0
2025-03-14T07:00,17.6,75,13.2,0.00,996.4,11.6,0.0
2025-03-14T08:00,17.2,78,13.4,0.00,996.5,12.0,0.0
2025-03-14T09:00,17.0,81,13.6,0.00,996.6,13.1,0.0
2025-03-14T10:00,16.8,83,13.9,0.00,996.9,13.8,0.0
2025-03-14T11:00,18.0,82,14.9,0.00,997.6,13.4,71.0
2025-03-14T12:00,19.5,75,15.1,0.00,998.2,16.1,263.0
2025-03-14T13:00,21.6,68,15.6,0.00,998.2,15.9,469.0
2025-03-14T14:00,23.0,60,14.8,0.00,998.0,16.8,622.0
2025-03-14T15:00,24.2,54,14.4,0.00,997.6,15.2,723.0
2025-03-14T16:00,25.0,50,13.9,0.00,997.0,13.5,633.0
2025-03-14T17:00,25.3,48,13.4,0.00,996.6,13.1,422.0
2025-03-14T18:00,25.0,46,12.8,0.00,996.0,12.3,226.0
2025-03-14T19:00,24.9,44,11.8,0.00,995.6,13.4,171.0
2025-03-14T20:00,23.8,50,12.6,0.00,995.1,10.9,26.0
2025-03-14T21:00,22.9,54,13.1,0.00,995.2,7.9,3.0
2025-03-14T22:00,21.8,55,12.4,0.00,995.1,6.6,0.0
2025-03-14T23:00,21.4,56,12.4,0.00,995.3,5.7,0.0
2025-03-15T00:00,21.4,56,12.1,0.00,996.2,9.2,0.0
2025-03-15T01:00,21.9,54,12.1,0.00,996.5,12.3,0.0
2025-03-15T02:00,21.4,58,12.8,0.00,996.4,14.4,0.0
2025-03-15T03:00,20.4,64,13.4,0.00,996.6,11.9,0.0
2025-03-15T04:00,20.5,67,14.1,0.00,996.9,9.7,0.0
2025-03-15T05:00,20.4,68,14.4,0.00,996.9,8.5,0.0
2025-03-15T06:00,19.9,69,14.1,0.00,996.3,8.9,0.0
2025-03-15T07:00,19.5,71,14.1,0.00,996.2,8.6,0.0
2025-03-15T08:00,19.1,73,14.2,0.00,996.0,10.4,0.0
2025-03-15T09:00,18.7,75,14.2,0.00,996.3,11.1,0.0
2025-03-15T10:00,18.5,76,14.2,0.00,996.8,10.9,0.0
2025-03-15T11:00,19.4,78,15.4,0.00,997.3,11.9,69.0
2025-03-15T12:00,21.3,70,15.6,0.00,997.8,12.3,260.0
2025-03-15T13:00,22.9,64,15.8,0.00,998.0,10.6,468.0
2025-03-15T14:00,24.6,58,15.8,0.00,998.1,11.4,646.0
2025-03-15T15:00,25.8,52,15.1,0.00,997.9,11.4,773.0
2025-03-15T16:00,26.5,48,14.8,0.00,997.5,9.9,838.0
2025-03-15T17:00,27.0,47,14.8,0.00,996.9,8.8,833.0
2025-03-15T18:00,27.4,45,14.4,0.00,996.2,8.9,760.0
2025-03-15T19:00,27.4,43,13.9,0.00,995.4,10.0,625.0
2025-03-15T20:00,26.8,43,13.4,0.00,994.9,11.8,442.0
2025-03-15T21:00,25.5,50,14.4,0.00,994.7,10.4,234.0
2025-03-15T22:00,23.4,54,13.4,0.00,994.6,10.0,54.0
2025-03-15T23:00,22.4,55,12.9,0.00,994.9,10.0,0.0
2025-03-16T00:00,21.6,58,12.9,0.00,995.5,8.8,0.0
2025-03-16T01:00,21.8,57,12.9,0.00,996.3,10.4,0.0
2025-03-16T02:00,21.7,62,14.2,0.00,996.8,13.1,0.0
2025-03-16T03:00,21.0,67,14.8,0.00,996.9,12.8,0.0
2025-03-16T04:00,20.5,71,15.1,0.00,996.8,12.3,0.0
2025-03-16T05:00,20.1,74,15.2,0.00,996.6,12.0,0.0
2025-03-16T06:00,19.6,75,15.1,0.00,996.0,11.6,0.0
2025-03-16T07:00,19.2,77,15.1,0.00,995.9,11.8,0.0
2025-03-16T08:00,18.8,78,14.9,0.00,996.0,11.7,0.0
2025-03-16T09:00,18.4,80,14.8,0.00,996.4,10.5,0.0
2025-03-16T10:00,18.0,81,14.6,0.00,997.0,9.8,0.0
2025-03-16T11:00,19.5,79,15.7,0.00,997.9,11.4,68.0
2025-03-16T12:00,21.7,71,16.1,0.00,998.4,9.6,258.0
2025-03-16T13:00,23.8,63,16.4,0.00,998.8,9.2,467.0
2025-03-16T14:00,25.5,59,17.0,0.00,999.0,9.1,646.0
2025-03-16T15:00,27.1,53,16.7,0.00,998.8,8.4,772.0
2025-03-16T16:00,28.2,47,15.9,0.00,998.4,7.4,835.0
2025-03-16T17:00,28.8,45,15.8,0.00,997.8,7.0,831.0
2025-03-16T18:00,29.1,45,15.8,0.00,997.1,7.5,758.0
