latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-26.88928,-56.873596,167.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),direct_radiation (W/m²)
2026-01-27T19:00,32.4,49,20.5,0.10,992.4,7.8,393.0
2026-01-27T20:00,32.0,51,20.8,0.00,992.1,7.0,381.0
2026-01-27T21:00,31.2,57,21.6,0.00,992.0,7.1,134.0
2026-01-27T22:00,30.0,65,22.8,0.00,992.3,5.5,115.0
2026-01-27T23:00,28.2,69,22.1,0.00,992.6,6.7,14.0
2026-01-28T00:00,26.8,74,21.9,0.00,993.0,8.3,0.0
2026-01-28T01:00,26.7,74,21.7,0.00,993.7,7.0,0.0
2026-01-28T02:00,25.9,78,21.9,0.00,994.2,6.1,0.0
2026-01-28T03:00,25.5,80,21.9,0.00,994.2,7.7,0.0
2026-01-28T04:00,25.3,80,21.6,0.00,993.6,7.2,0.0
2026-01-28T05:00,25.2,79,21.4,0.00,993.3,8.3,0.0
2026-01-28T06:00,25.1,76,20.6,0.00,992.6,9.9,0.0
2026-01-28T07:00,24.6,78,20.6,0.00,992.4,10.7,0.0
2026-01-28T08:00,24.0,82,20.8,0.00,992.7,10.0,0.0
2026-01-28T09:00,23.4,86,21.0,0.00,993.1,7.8,0.0
2026-01-28T10:00,23.6,87,21.3,0.00,993.7,9.5,7.0
2026-01-28T11:00,25.8,81,22.4,0.00,994.5,9.1,146.0
2026-01-28T12:00,27.9,74,22.8,0.00,994.3,6.6,348.0
2026-01-28T13:00,29.9,67,23.0,0.00,994.7,3.6,254.0
2026-01-28T14:00,31.5,61,23.1,0.00,994.9,3.9,464.0
2026-01-28T15:00,33.2,55,23.0,0.00,994.7,3.7,849.0
2026-01-28T16:00,34.2,49,22.1,0.00,994.0,3.1,920.0
2026-01-28T17:00,33.5,52,22.1,0.00,993.4,7.1,875.0
2026-01-28T18:00,32.1,55,22.0,7.00,993.1,8.3,510.0
2026-01-28T19:00,31.1,57,21.6,0.00,992.5,5.9,509.0
2026-01-28T20:00,31.5,56,21.5,0.00,992.2,6.8,341.0
2026-01-28T21:00,31.0,57,21.5,0.00,991.8,5.3,191.0
2026-01-28T22:00,30.1,64,22.5,0.00,991.8,4.7,110.0
2026-01-28T23:00,28.4,70,22.2,0.00,992.3,4.9,13.0
2026-01-29T00:00,27.0,76,22.5,0.00,993.1,2.7,0.0
2026-01-29T01:00,26.3,79,22.3,0.00,993.8,4.1,0.0
2026-01-29T02:00,26.1,80,22.4,0.00,994.0,1.2,0.0
2026-01-29T03:00,25.5,82,22.2,0.00,994.0,3.0,0.0
2026-01-29T04:00,25.0,83,22.0,0.00,993.2,4.2,0.0
2026-01-29T05:00,24.7,84,21.8,0.00,992.6,4.7,0.0
2026-01-29T06:00,24.8,77,20.5,0.00,992.9,7.3,0.0
2026-01-29T07:00,23.7,82,20.4,0.00,992.7,6.3,0.0
2026-01-29T08:00,23.4,83,20.4,0.00,992.6,6.4,0.0
2026-01-29T09:00,23.2,84,20.2,0.00,992.6,7.6,0.0
2026-01-29T10:00,23.6,82,20.3,0.00,993.5,8.5,13.0
2026-01-29T11:00,25.9,74,21.0,0.00,994.1,6.2,141.0
2026-01-29T12:00,28.8,67,22.0,0.00,994.3,7.9,345.0
2026-01-29T13:00,30.6,60,21.9,0.00,994.5,9.3,552.0
2026-01-29T14:00,32.0,54,21.5,0.00,994.4,10.2,728.0
2026-01-29T15:00,33.0,51,21.5,0.00,994.1,11.2,850.0
2026-01-29T16:00,33.7,49,21.6,0.00,993.4,12.5,886.0
2026-01-29T17:00,34.0,48,21.2,0.00,992.5,13.6,849.0
2026-01-29T18:00,29.9,67,23.0,1.40,991.8,13.7,594.0
2026-01-29T19:00,33.0,50,21.4,0.00,990.3,14.4,707.0
2026-01-29T20:00,33.0,50,21.2,0.10,989.9,18.8,490.0
2026-01-29T21:00,30.8,54,20.5,0.90,990.0,11.2,253.0
2026-01-29T22:00,30.4,60,21.7,0.00,990.0,3.9,131.0
2026-01-29T23:00,28.5,62,20.6,0.00,990.6,12.7,14.0
2026-01-30T00:00,27.4,66,20.4,0.00,990.7,4.9,0.0
2026-01-30T01:00,26.0,74,21.0,0.00,991.2,4.8,0.0
2026-01-30T02:00,25.4,75,20.6,0.00,991.5,4.6,0.0
2026-01-30T03:00,24.5,77,20.2,0.00,991.4,5.0,0.0
2026-01-30T04:00,24.0,80,20.2,0.00,990.9,5.6,0.0
2026-01-30T05:00,23.6,82,20.4,0.00,990.3,6.5,0.0
2026-01-30T06:00,22.5,89,20.5,0.00,990.2,4.7,0.0
2026-01-30T07:00,21.6,94,20.6,0.00,990.1,6.1,0.0
2026-01-30T08:00,21.5,95,20.6,0.00,990.3,5.6,0.0
2026-01-30T09:00,21.3,97,20.9,0.00,990.6,6.7,0.0
2026-01-30T10:00,21.9,96,21.2,0.00,991.3,8.8,13.0
2026-01-30T11:00,24.4,86,22.0,0.00,992.0,7.1,143.0
2026-01-30T12:00,26.5,76,22.0,0.00,992.5,6.9,352.0
2026-01-30T13:00,28.6,68,22.1,0.00,992.5,7.7,562.0
2026-01-30T14:00,30.0,57,20.7,0.00,992.5,9.4,712.0
2026-01-30T15:00,30.9,52,20.0,0.10,992.4,10.9,723.0
2026-01-30T16:00,31.7,48,19.2,0.00,991.7,11.4,694.0
2026-01-30T17:00,32.5,42,18.1,0.00,990.9,13.6,842.0
2026-01-30T18:00,32.8,41,17.7,0.00,990.4,17.2,795.0
2026-01-30T19:00,32.3,42,17.6,0.00,989.5,16.2,684.0
2026-01-30T20:00,32.0,43,17.8,0.00,988.9,14.8,496.0
2026-01-30T21:00,31.2,45,17.8,0.00,988.2,15.3,336.0
2026-01-30T22:00,30.2,49,18.2,0.00,987.9,11.8,141.0
2026-01-30T23:00,28.4,53,18.0,0.00,988.0,9.4,14.0
2026-01-31T00:00,27.7,56,18.0,0.00,988.5,8.9,0.0
2026-01-31T01:00,27.1,58,18.1,0.00,988.9,8.5,0.0
2026-01-31T02:00,26.4,62,18.5,0.00,989.4,8.1,0.0
2026-01-31T03:00,25.5,66,18.7,0.00,989.3,7.2,0.0
2026-01-31T04:00,24.6,71,19.0,0.00,988.9,5.8,0.0
2026-01-31T05:00,24.3,72,18.9,0.00,988.8,8.1,0.0
2026-01-31T06:00,23.4,77,19.1,0.00,988.3,6.5,0.0
2026-01-31T07:00,22.8,82,19.5,0.00,988.1,8.0,0.0
2026-01-31T08:00,22.4,86,20.0,0.00,988.0,7.4,0.0
2026-01-31T09:00,22.0,90,20.2,0.00,988.2,7.3,0.0
2026-01-31T10:00,22.5,89,20.5,0.00,988.8,9.2,12.0
2026-01-31T11:00,24.5,82,21.1,0.00,989.3,6.8,143.0
2026-01-31T12:00,27.0,71,21.5,0.00,989.6,5.7,354.0
2026-01-31T13:00,28.8,62,20.8,0.00,989.8,2.4,563.0
2026-01-31T14:00,29.9,52,19.0,0.00,989.8,3.4,585.0
2026-01-31T15:00,30.8,49,19.0,0.00,989.7,5.7,751.0
2026-01-31T16:00,31.0,48,18.8,0.00,989.3,8.9,737.0
2026-01-31T17:00,31.5,48,19.1,0.00,988.6,8.3,770.0
2026-01-31T18:00,32.0,46,18.8,0.00,988.0,9.2,796.0
2026-01-31T19:00,32.2,44,18.4,0.00,986.7,9.4,647.0
2026-01-31T20:00,32.0,43,17.8,0.00,985.9,8.3,491.0
2026-01-31T21:00,31.5,44,17.7,0.00,985.6,10.0,325.0
2026-01-31T22:00,29.9,51,18.5,0.00,985.5,8.4,131.0
2026-01-31T23:00,27.9,57,18.6,0.00,986.0,5.9,12.0
2026-02-01T00:00,27.0,59,18.2,0.00,986.0,5.9,0.0
2026-02-01T01:00,26.0,62,18.1,0.00,986.6,5.6,0.0
2026-02-01T02:00,25.2,64,18.0,0.00,986.8,5.8,0.0
2026-02-01T03:00,25.4,61,17.4,0.00,986.6,5.4,0.0
2026-02-01T04:00,24.9,60,16.5,0.00,986.3,6.8,0.0
2026-02-01T05:00,25.0,64,17.5,0.00,986.6,10.9,0.0
2026-02-01T06:00,24.2,72,18.9,0.00,986.1,11.1,0.0
2026-02-01T07:00,23.4,76,19.0,0.00,986.1,10.4,0.0
2026-02-01T08:00,23.0,77,18.7,0.00,986.2,9.7,0.0
2026-02-01T09:00,22.5,77,18.4,0.00,986.3,8.6,0.0
2026-02-01T10:00,22.6,78,18.6,0.00,986.9,9.2,11.0
2026-02-01T11:00,24.4,76,19.9,0.00,987.5,8.9,140.0
2026-02-01T12:00,27.4,68,21.0,0.00,988.0,8.5,349.0
2026-02-01T13:00,29.6,58,20.4,0.00,988.4,7.4,553.0
2026-02-01T14:00,31.1,46,18.0,0.00,988.8,3.1,727.0
2026-02-01T15:00,31.5,44,17.6,0.00,988.5,3.5,718.0
2026-02-01T16:00,31.9,44,18.1,0.00,988.4,4.5,750.0
2026-02-01T17:00,32.1,44,18.3,0.00,988.0,5.4,769.0
2026-02-01T18:00,32.5,42,17.8,0.00,987.6,10.1,724.0
2026-02-01T19:00,32.2,41,17.5,0.00,987.3,11.9,675.0
2026-02-01T20:00,31.6,41,16.9,0.00,987.0,11.0,471.0
2026-02-01T21:00,31.1,42,16.8,0.00,987.1,9.7,274.0
2026-02-01T22:00,29.6,50,18.1,0.00,987.2,6.0,64.0
2026-02-01T23:00,28.0,53,17.6,0.00,987.2,8.2,2.0
2026-02-02T00:00,27.1,64,19.8,0.00,987.5,4.4,0.0
2026-02-02T01:00,26.2,66,19.5,0.00,987.7,4.6,0.0
2026-02-02T02:00,25.6,65,18.6,0.00,987.6,5.6,0.0
2026-02-02T03:00,25.9,62,18.0,0.00,987.6,5.7,0.0
2026-02-02T04:00,25.5,63,17.9,0.00,987.6,5.5,0.0
2026-02-02T05:00,24.7,65,17.6,0.00,987.9,6.3,0.0
2026-02-02T06:00,23.7,68,17.5,0.00,987.4,8.3,0.0
2026-02-02T07:00,22.9,70,17.1,0.00,987.5,7.8,0.0
2026-02-02T08:00,22.2,70,16.5,0.00,987.9,7.8,0.0
2026-02-02T09:00,21.8,69,15.8,0.00,988.0,7.3,0.0
2026-02-02T10:00,22.2,68,16.0,0.00,988.3,8.2,10.0
2026-02-02T11:00,24.5,65,17.5,0.00,988.7,10.1,138.0
2026-02-02T12:00,27.0,56,17.5,0.00,989.1,10.2,348.0
2026-02-02T13:00,28.8,52,17.9,0.00,989.4,9.8,554.0
2026-02-02T14:00,30.7,45,17.5,0.00,989.4,8.1,733.0
2026-02-02T15:00,31.9,39,16.1,0.00,989.0,6.1,859.0
2026-02-02T16:00,32.5,37,16.0,0.00,988.4,5.2,914.0
2026-02-02T17:00,32.8,36,15.9,0.00,987.8,2.4,885.0
2026-02-02T18:00,33.5,35,15.8,0.00,986.8,3.9,836.0
2026-02-02T19:00,33.0,36,16.0,0.00,985.9,5.1,593.0
2026-02-02T20:00,32.0,39,16.1,0.20,985.3,10.4,378.0
2026-02-02T21:00,31.1,42,16.6,0.00,985.3,9.4,230.0
2026-02-02T22:00,29.7,57,20.1,0.00,985.4,3.5,116.0
2026-02-02T23:00,28.5,60,20.0,0.00,985.7,0.3,11.0
2026-02-03T00:00,27.5,50,16.1,0.00,985.7,4.0,0.0
2026-02-03T01:00,26.4,54,16.4,0.00,986.0,7.3,0.0
2026-02-03T02:00,26.4,58,17.4,0.00,986.4,2.7,0.0
2026-02-03T03:00,25.8,60,17.5,0.00,986.5,3.9,0.0
2026-02-03T04:00,25.1,63,17.5,0.00,986.6,8.1,0.0
2026-02-03T05:00,24.4,69,18.4,0.00,986.4,6.6,0.0
2026-02-03T06:00,23.6,76,19.1,0.00,986.2,4.5,0.0
2026-02-03T07:00,23.1,79,19.4,0.00,986.5,3.8,0.0
2026-02-03T08:00,22.7,81,19.4,0.00,986.6,4.7,0.0
2026-02-03T09:00,22.6,82,19.4,0.00,987.3,11.0,0.0
2026-02-03T10:00,22.9,83,19.9,0.00,987.5,11.4,9.0
2026-02-03T11:00,24.8,80,21.1,0.00,988.4,11.3,132.0
2026-02-03T12:00,29.6,58,20.5,0.00,988.5,6.5,330.0
2026-02-03T13:00,31.4,46,18.5,0.00,988.7,10.5,541.0
2026-02-03T14:00,32.4,43,18.1,0.00,988.8,13.2,698.0
2026-02-03T15:00,33.2,40,17.6,0.00,988.7,7.9,843.0
2026-02-03T16:00,34.3,36,17.2,0.00,988.3,4.9,923.0
2026-02-03T17:00,34.9,36,17.4,0.00,987.8,4.8,931.0
2026-02-03T18:00,34.7,33,16.2,0.00,986.9,11.7,639.0
2026-02-03T19:00,34.5,34,16.3,0.00,986.3,11.3,549.0
2026-02-03T20:00,34.2,34,16.0,0.00,986.1,11.7,506.0
2026-02-03T21:00,33.2,34,15.2,0.00,985.9,10.8,293.0
2026-02-03T22:00,31.3,50,19.8,0.00,986.1,4.2,121.0
2026-02-03T23:00,29.6,46,16.9,0.00,986.6,3.9,11.0
2026-02-04T00:00,28.8,49,17.0,0.00,987.1,8.7,0.0
2026-02-04T01:00,27.8,50,16.3,0.00,987.5,5.2,0.0
2026-02-04T02:00,27.0,50,15.7,0.00,988.3,6.6,0.0
2026-02-04T03:00,27.0,51,15.9,0.00,988.9,13.6,0.0
2026-02-04T04:00,26.3,59,17.6,0.00,989.1,14.7,0.0
2026-02-04T05:00,25.4,65,18.5,0.00,989.2,13.0,0.0
2026-02-04T06:00,24.4,72,19.0,0.00,988.4,12.1,0.0
2026-02-04T07:00,23.5,77,19.2,0.00,988.4,12.6,0.0
2026-02-04T08:00,22.8,81,19.4,0.00,988.8,11.8,0.0
2026-02-04T09:00,22.2,85,19.5,0.00,989.1,10.8,0.0
2026-02-04T10:00,22.2,86,19.8,0.00,989.6,10.6,9.0
2026-02-04T11:00,24.1,81,20.7,0.00,990.2,8.7,134.0
2026-02-04T12:00,26.8,71,21.0,0.00,990.7,6.5,344.0
2026-02-04T13:00,29.0,63,21.2,0.00,990.7,8.3,560.0
2026-02-04T14:00,31.0,52,19.8,0.00,990.6,9.5,744.0
2026-02-04T15:00,32.5,43,18.3,0.00,990.5,8.1,878.0
2026-02-04T16:00,33.6,37,17.0,0.00,990.1,5.2,947.0
2026-02-04T17:00,34.2,35,16.6,0.00,989.5,5.9,948.0
2026-02-04T18:00,34.7,32,15.8,0.00,988.9,8.5,883.0
2026-02-04T19:00,34.9,30,15.0,0.00,988.4,8.3,739.0
2026-02-04T20:00,34.7,31,14.9,0.00,988.1,9.2,554.0
2026-02-04T21:00,33.5,32,14.4,0.00,987.6,13.5,349.0
2026-02-04T22:00,31.3,38,15.2,0.00,987.6,7.7,146.0
2026-02-04T23:00,29.2,39,13.6,0.00,987.8,7.9,13.0
2026-02-05T00:00,28.6,40,13.6,0.00,988.6,9.0,0.0
2026-02-05T01:00,28.1,45,15.1,0.00,989.2,10.4,0.0
2026-02-05T02:00,27.7,48,15.6,0.00,989.4,9.1,0.0
2026-02-05T03:00,27.1,50,15.9,0.00,989.8,8.5,0.0
2026-02-05T04:00,26.3,55,16.5,0.00,989.7,8.0,0.0
2026-02-05T05:00,25.4,58,16.4,0.00,989.4,8.4,0.0
2026-02-05T06:00,24.5,60,16.4,0.00,989.4,7.2,0.0
2026-02-05T07:00,23.3,65,16.4,0.00,989.3,6.6,0.0
2026-02-05T08:00,22.9,66,16.3,0.00,989.6,9.3,0.0
2026-02-05T09:00,22.8,66,16.0,0.00,989.7,7.2,0.0
2026-02-05T10:00,23.4,65,16.5,0.00,990.2,7.4,9.0
2026-02-05T11:00,25.8,62,18.0,0.00,990.9,9.3,136.0
2026-02-05T12:00,28.9,53,18.2,0.00,991.1,9.4,348.0
2026-02-05T13:00,31.2,46,18.0,0.00,991.5,8.9,563.0
2026-02-05T14:00,33.2,39,17.5,0.00,991.7,8.3,743.0
2026-02-05T15:00,34.2,36,17.0,0.00,991.5,6.8,871.0
2026-02-05T16:00,34.8,34,16.5,0.00,990.8,4.8,887.0
2026-02-05T17:00,35.2,32,16.3,0.00,990.4,4.8,923.0
2026-02-05T18:00,35.5,30,15.1,0.00,989.7,2.2,841.0
2026-02-05T19:00,35.9,29,14.9,0.00,989.1,3.6,746.0
2026-02-05T20:00,35.8,29,15.1,0.00,988.4,6.4,532.0
2026-02-05T21:00,35.5,31,15.9,0.00,988.1,6.4,323.0
2026-02-05T22:00,33.1,40,17.9,0.00,988.3,8.0,112.0
2026-02-05T23:00,31.0,43,17.0,0.00,988.8,9.6,10.0
2026-02-06T00:00,30.5,49,18.6,0.00,988.8,1.5,0.0
2026-02-06T01:00,29.4,51,18.2,0.00,989.1,3.0,0.0
2026-02-06T02:00,28.5,53,18.0,0.00,989.5,4.5,0.0
2026-02-06T03:00,28.3,52,17.5,0.00,989.9,3.2,0.0
2026-02-06T04:00,27.3,52,16.5,0.00,989.9,6.3,0.0
2026-02-06T05:00,26.9,50,15.4,0.00,989.2,7.5,0.0
2026-02-06T06:00,26.0,57,16.7,0.00,989.5,7.1,0.0
2026-02-06T07:00,25.6,63,18.0,0.00,989.7,9.2,0.0
2026-02-06T08:00,25.5,64,18.3,0.00,989.3,8.6,0.0
2026-02-06T09:00,24.8,67,18.2,0.00,989.8,7.4,0.0
2026-02-06T10:00,24.8,69,18.8,0.00,990.9,5.8,3.0
2026-02-06T11:00,26.8,64,19.5,0.00,991.5,6.9,88.0
2026-02-06T12:00,29.7,56,20.0,0.00,992.5,1.5,338.0
2026-02-06T13:00,32.2,48,20.0,0.00,992.8,1.3,549.0
2026-02-06T14:00,34.2,41,19.2,0.00,992.8,2.4,684.0
2026-02-06T15:00,35.7,34,17.5,0.00,992.2,4.5,858.0
2026-02-06T16:00,36.2,33,17.2,0.00,991.5,4.4,764.0
2026-02-06T17:00,37.1,31,17.1,0.00,990.8,3.1,853.0
2026-02-06T18:00,37.0,31,17.4,0.00,990.2,5.2,685.0
2026-02-06T19:00,37.0,32,17.5,0.00,989.3,6.2,716.0
2026-02-06T20:00,36.7,32,17.3,0.00,988.9,8.0,532.0
2026-02-06T21:00,36.0,32,17.0,0.00,988.6,7.1,341.0
2026-02-06T22:00,33.8,50,22.0,0.00,988.5,3.7,116.0
2026-02-06T23:00,31.8,45,18.2,0.00,988.8,7.1,7.0
2026-02-07T00:00,31.5,40,16.2,0.00,989.6,10.2,0.0
2026-02-07T01:00,30.8,43,17.0,0.00,990.0,11.9,0.0
2026-02-07T02:00,30.0,48,18.0,0.00,990.0,13.0,0.0
2026-02-07T03:00,29.5,52,18.7,0.00,990.5,12.9,0.0
2026-02-07T04:00,28.5,56,18.9,0.00,990.2,12.2,0.0
2026-02-07T05:00,27.7,58,18.6,0.00,990.0,11.7,0.0
2026-02-07T06:00,27.2,60,18.9,0.00,989.8,12.4,0.0
2026-02-07T07:00,27.0,63,19.4,0.00,989.9,14.1,0.0
2026-02-07T08:00,26.8,69,20.8,0.00,990.1,14.1,0.0
2026-02-07T09:00,26.3,73,21.0,0.00,990.7,15.8,0.0
2026-02-07T10:00,26.2,74,21.3,0.00,991.9,21.5,7.0
2026-02-07T11:00,26.5,73,21.4,0.00,992.9,25.4,88.0
2026-02-07T12:00,24.9,83,21.9,0.00,994.6,20.3,86.0
2026-02-07T13:00,25.0,84,22.0,2.60,993.4,10.6,31.0
2026-02-07T14:00,30.1,67,23.4,0.20,993.6,16.7,694.0
2026-02-07T15:00,32.2,58,22.8,0.00,993.3,18.5,831.0
2026-02-07T16:00,30.5,62,22.4,0.60,993.8,13.7,477.0
2026-02-07T17:00,31.2,55,21.2,0.10,992.7,16.2,481.0
2026-02-07T18:00,33.2,42,18.6,0.00,991.6,13.4,598.0
2026-02-07T19:00,33.5,41,18.2,0.00,990.9,16.8,589.0
2026-02-07T20:00,33.2,39,17.4,0.00,990.6,16.9,530.0
2026-02-07T21:00,32.4,41,17.4,0.00,990.6,17.3,314.0
2026-02-07T22:00,30.9,46,18.0,0.00,991.1,14.3,109.0
2026-02-07T23:00,29.2,51,18.1,0.00,991.6,17.3,10.0
2026-02-08T00:00,29.5,57,20.1,0.00,992.1,17.7,0.0
2026-02-08T01:00,28.5,63,20.9,0.00,992.8,15.7,0.0
2026-02-08T02:00,27.6,66,20.6,0.00,993.5,19.7,0.0
2026-02-08T03:00,26.2,69,20.0,0.00,993.6,16.7,0.0
2026-02-08T04:00,25.6,71,20.1,0.00,993.2,12.6,0.0
2026-02-08T05:00,24.8,76,20.3,0.00,992.3,11.3,0.0
2026-02-08T06:00,24.2,78,20.1,0.00,991.9,11.5,0.0
2026-02-08T07:00,23.6,81,20.0,0.00,991.8,11.2,0.0
2026-02-08T08:00,23.2,81,19.8,0.00,991.8,10.8,0.0
2026-02-08T09:00,22.8,82,19.6,0.00,992.4,10.8,0.0
2026-02-08T10:00,22.8,83,19.8,0.00,993.1,12.0,7.0
2026-02-08T11:00,24.1,78,20.1,0.00,994.0,11.7,120.0
2026-02-08T12:00,26.9,69,20.8,0.00,994.0,11.2,312.0
2026-02-08T13:00,28.6,63,21.0,0.00,994.3,9.5,529.0
2026-02-08T14:00,29.9,58,20.8,0.00,993.7,8.7,573.0
2026-02-08T15:00,30.6,54,20.2,0.00,993.3,5.6,701.0
2026-02-08T16:00,31.3,52,20.2,0.00,993.0,7.6,704.0
2026-02-08T17:00,31.6,52,20.7,0.00,992.5,9.4,712.0
2026-02-08T18:00,32.0,53,21.1,0.00,991.6,7.0,691.0
2026-02-08T19:00,32.3,51,21.0,0.00,990.7,6.7,665.0
2026-02-08T20:00,32.2,49,20.0,0.00,990.0,8.5,468.0
2026-02-08T21:00,31.6,47,18.9,0.00,989.5,8.3,271.0
2026-02-08T22:00,30.5,51,19.4,0.00,989.7,6.3,120.0
2026-02-08T23:00,28.5,55,18.7,0.00,989.9,7.3,10.0
2026-02-09T00:00,28.1,51,16.9,0.00,990.0,9.6,0.0
2026-02-09T01:00,27.8,51,16.6,0.00,990.6,9.2,0.0
2026-02-09T02:00,27.0,51,16.1,0.00,990.5,7.3,0.0
2026-02-09T03:00,26.2,54,16.2,0.00,990.4,5.0,0.0
2026-02-09T04:00,25.2,57,16.1,0.00,990.1,9.5,0.0
2026-02-09T05:00,24.2,64,16.9,0.00,989.7,7.3,0.0
2026-02-09T06:00,23.4,71,17.9,0.00,989.2,6.5,0.0
2026-02-09T07:00,22.9,73,17.9,0.00,989.3,7.7,0.0
2026-02-09T08:00,22.3,75,17.8,0.00,989.2,6.7,0.0
2026-02-09T09:00,21.8,78,17.8,0.00,989.1,5.9,0.0
2026-02-09T10:00,22.1,77,18.0,0.00,989.3,7.7,7.0
2026-02-09T11:00,24.9,71,19.2,0.00,990.1,8.3,121.0
2026-02-09T12:00,28.6,58,19.6,0.00,990.4,8.7,325.0
2026-02-09T13:00,31.0,55,21.0,0.00,990.9,11.7,537.0
2026-02-09T14:00,32.8,50,21.0,0.00,990.6,14.6,716.0
2026-02-09T15:00,33.5,47,20.8,0.00,990.2,14.7,668.0
2026-02-09T16:00,34.3,47,21.5,0.00,989.7,13.3,671.0
2026-02-09T17:00,34.8,45,21.2,0.00,989.1,11.3,675.0
2026-02-09T18:00,34.8,43,20.5,0.00,988.3,9.9,276.0
2026-02-09T19:00,34.8,43,20.2,0.00,987.8,7.5,559.0
2026-02-09T20:00,34.5,43,20.0,0.00,987.4,2.5,460.0
2026-02-09T21:00,34.3,43,19.9,0.00,987.0,2.4,288.0
2026-02-09T22:00,33.2,47,20.4,0.00,987.2,6.1,119.0
2026-02-09T23:00,31.0,55,20.9,0.00,988.0,9.0,7.0
2026-02-10T00:00,28.4,79,24.4,0.00,988.7,1.6,0.0
2026-02-10T01:00,28.0,74,23.0,0.00,989.1,4.7,0.0
2026-02-10T02:00,27.8,73,22.5,0.00,989.5,9.2,0.0
2026-02-10T03:00,27.5,72,21.9,0.00,989.4,11.0,0.0
2026-02-10T04:00,27.0,74,22.0,0.00,989.1,11.2,0.0
2026-02-10T05:00,26.4,75,21.5,0.00,988.8,10.2,0.0
2026-02-10T06:00,25.5,77,21.3,0.00,988.4,10.6,0.0
2026-02-10T07:00,25.2,80,21.5,0.00,988.5,9.8,0.0
2026-02-10T08:00,25.0,81,21.5,0.00,988.4,9.0,0.0
2026-02-10T09:00,25.0,80,21.3,0.00,988.6,10.4,0.0
2026-02-10T10:00,25.4,78,21.2,0.00,989.2,11.1,3.0
2026-02-10T11:00,26.5,75,21.6,0.90,990.5,4.0,79.0
2026-02-10T12:00,26.4,79,22.5,0.30,991.1,9.2,115.0
2026-02-10T13:00,27.2,70,21.4,0.00,991.5,16.9,187.0
2026-02-10T14:00,28.5,66,21.6,0.00,992.1,18.6,321.0
2026-02-10T15:00,29.5,63,21.7,0.00,991.8,19.5,456.0
2026-02-10T16:00,30.3,62,22.2,0.00,991.3,16.9,548.0
2026-02-10T17:00,31.2,58,21.9,0.00,990.7,16.6,513.0
2026-02-10T18:00,32.8,49,20.6,0.00,989.7,15.0,438.0
2026-02-10T19:00,32.9,48,20.4,0.00,988.9,13.2,566.0
2026-02-10T20:00,32.6,48,20.2,0.00,988.6,11.7,459.0
2026-02-10T21:00,32.0,49,20.0,0.00,988.2,9.5,303.0
2026-02-10T22:00,30.8,55,20.7,0.00,988.1,5.0,113.0
2026-02-10T23:00,29.0,62,20.9,0.00,988.0,5.4,1.0
2026-02-11T00:00,26.9,77,22.5,0.00,988.4,4.8,0.0
2026-02-11T01:00,26.8,73,21.6,0.00,988.8,5.2,0.0
2026-02-11T02:00,26.6,71,20.9,0.00,988.9,6.5,0.0
2026-02-11T03:00,26.2,73,21.0,0.00,988.8,7.3,0.0
2026-02-11T04:00,25.6,76,21.0,0.00,988.7,9.3,0.0
2026-02-11T05:00,25.2,76,20.7,0.00,988.3,8.8,0.0
2026-02-11T06:00,24.1,82,20.9,0.00,988.4,9.0,0.0
2026-02-11T07:00,23.6,85,20.9,0.00,988.4,7.6,0.0
2026-02-11T08:00,23.2,87,20.9,0.00,988.7,8.0,0.0
2026-02-11T09:00,22.9,89,20.9,0.00,989.3,7.4,0.0
2026-02-11T10:00,23.1,87,20.8,0.00,989.9,9.9,6.0
2026-02-11T11:00,25.1,80,21.5,0.00,990.7,10.8,114.0
2026-02-11T12:00,27.9,73,22.5,0.00,991.5,10.5,324.0
2026-02-11T13:00,30.0,69,23.6,0.00,991.7,11.7,535.0
2026-02-11T14:00,31.9,61,23.4,0.00,991.5,13.7,715.0
2026-02-11T15:00,33.4,52,22.1,0.00,991.0,17.0,846.0
2026-02-11T16:00,34.4,46,21.2,0.00,990.3,17.8,902.0
2026-02-11T17:00,35.0,44,20.8,0.00,989.9,16.5,910.0
2026-02-11T18:00,35.5,40,19.6,0.00,989.7,12.0,822.0
2026-02-11T19:00,35.6,39,19.7,0.00,989.1,10.3,511.0
2026-02-11T20:00,35.3,39,19.1,0.00,988.6,7.5,414.0
2026-02-11T21:00,34.8,40,19.1,0.00,988.3,4.8,267.0
2026-02-11T22:00,33.1,59,24.1,0.00,988.4,2.1,108.0
2026-02-11T23:00,30.9,58,21.6,0.00,988.7,0.9,7.0
2026-02-12T00:00,30.6,57,21.0,0.00,988.5,2.9,0.0
2026-02-12T01:00,30.0,62,21.9,0.00,989.3,6.9,0.0
2026-02-12T02:00,29.6,63,21.7,0.00,989.3,8.7,0.0
2026-02-12T03:00,29.0,63,21.3,0.00,989.6,9.0,0.0
2026-02-12T04:00,28.8,63,20.9,0.00,989.8,9.1,0.0
2026-02-12T05:00,27.8,64,20.5,0.00,989.4,6.4,0.0
2026-02-12T06:00,26.9,67,20.3,0.00,989.4,6.9,0.0
2026-02-12T07:00,26.5,68,20.1,0.00,989.1,6.0,0.0
2026-02-12T08:00,26.3,70,20.3,0.00,988.9,7.0,0.0
